sample,task,n_contigs,precision,recall,f1,accuracy,auroc
robertson-benchmark_easb-SAMN16357574-u,plasmid,86,1.0,1.0,1.0,1.0,1.0
robertson-benchmark_easb-SAMN16357574-u,chromosome,86,0.9322033898305084,1.0,0.9649122807017544,0.9534883720930233,0.9994134897360704
robertson-benchmark_ebug-SAMN16357569-s,plasmid,185,0.75,0.6923076923076923,0.72,0.9243243243243243,0.9666182873730044
robertson-benchmark_ebug-SAMN16357569-s,chromosome,185,0.8770949720670391,0.9874213836477987,0.9289940828402367,0.8702702702702703,0.9569424286405418
robertson-benchmark_ebug-SAMN16357569-u,plasmid,80,1.0,0.9629629629629629,0.9811320754716981,0.9875,1.0
robertson-benchmark_ebug-SAMN16357569-u,chromosome,80,0.7361111111111112,1.0,0.848,0.7625,1.0
robertson-benchmark_ecan-SAMN16357570-s,plasmid,41,0.0,0.0,0.0,1.0,
robertson-benchmark_ecan-SAMN16357570-s,chromosome,41,1.0,1.0,1.0,1.0,
robertson-benchmark_ecan-SAMN16357570-u,plasmid,54,0.0,0.0,0.0,1.0,
robertson-benchmark_ecan-SAMN16357570-u,chromosome,54,1.0,1.0,1.0,1.0,
robertson-benchmark_eclo-SAMN02934530-s,plasmid,155,0.55,0.2972972972972973,0.38596491228070173,0.7741935483870968,0.7643151626202473
robertson-benchmark_eclo-SAMN02934530-s,chromosome,155,0.8366013071895425,1.0,0.9110320284697508,0.8387096774193549,0.5827546296296297
robertson-benchmark_eclo-SAMN02934530-u,plasmid,121,0.5,0.30434782608695654,0.3783783783783784,0.8099173553719008,0.7653061224489796
robertson-benchmark_eclo-SAMN02934530-u,chromosome,121,0.8739495798319328,0.9904761904761905,0.9285714285714286,0.8677685950413223,0.8017857142857143
robertson-benchmark_eclo-SAMN16357573-s,plasmid,212,0.8333333333333334,0.3333333333333333,0.47619047619047616,0.8443396226415094,0.9085828343313374
robertson-benchmark_eclo-SAMN16357573-s,chromosome,212,0.9052132701421801,1.0,0.9502487562189055,0.9056603773584906,0.9359262029419098
robertson-benchmark_eclo-SAMN16357573-u,plasmid,190,0.8888888888888888,0.43636363636363634,0.5853658536585366,0.8210526315789474,0.8612794612794613
robertson-benchmark_eclo-SAMN16357573-u,chromosome,190,0.8994708994708994,1.0,0.947075208913649,0.9,0.7597058823529412
robertson-benchmark_ecol-SAMD00056131-s,plasmid,225,0.46938775510204084,0.7666666666666667,0.5822784810126582,0.8533333333333334,0.814017094017094
robertson-benchmark_ecol-SAMD00056131-s,chromosome,225,0.9641025641025641,0.9447236180904522,0.9543147208121827,0.92,0.7674913026671821
robertson-benchmark_ecol-SAMD00056131-u,plasmid,236,0.3118279569892473,1.0,0.47540983606557374,0.7288135593220338,0.9996668332500416
robertson-benchmark_ecol-SAMD00056131-u,chromosome,236,1.0,0.8837209302325582,0.9382716049382716,0.8940677966101694,0.9991140642303433
robertson-benchmark_ecol-SAMN02991226-s,plasmid,137,0.7073170731707317,0.4084507042253521,0.5178571428571429,0.6058394160583942,0.6982501067008109
robertson-benchmark_ecol-SAMN02991226-s,chromosome,137,0.5365853658536586,1.0,0.6984126984126984,0.583941605839416,0.6980367050789587
robertson-benchmark_ecol-SAMN02991226-u,plasmid,127,0.6896551724137931,0.31746031746031744,0.43478260869565216,0.5905511811023622,0.4997519841269841
robertson-benchmark_ecol-SAMN02991226-u,chromosome,127,0.5446428571428571,0.9384615384615385,0.6892655367231638,0.5669291338582677,0.5071960297766749
robertson-benchmark_ecol-SAMN04014847-s,plasmid,259,0.9107142857142857,0.9272727272727272,0.918918918918919,0.9652509652509652,0.9934046345811052
robertson-benchmark_ecol-SAMN04014847-s,chromosome,259,0.947136563876652,0.9953703703703703,0.9706546275395034,0.9498069498069498,0.9950473729543498
robertson-benchmark_ecol-SAMN04014847-u,plasmid,286,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.972027972027972,0.9950589970501476
robertson-benchmark_ecol-SAMN04014847-u,chromosome,286,0.9501915708812261,1.0,0.9744597249508841,0.9545454545454546,0.9929966044142615
robertson-benchmark_ecol-SAMN04014852-s,plasmid,203,0.74,0.7254901960784313,0.7326732673267327,0.8669950738916257,0.8161764705882353
robertson-benchmark_ecol-SAMN04014852-s,chromosome,203,0.8351063829787234,0.9573170731707317,0.8920454545454546,0.812807881773399,0.7550031269543466
robertson-benchmark_ecol-SAMN04014852-u,plasmid,215,0.6730769230769231,0.43209876543209874,0.5263157894736842,0.7069767441860465,0.7529942878201584
robertson-benchmark_ecol-SAMN04014852-u,chromosome,215,0.8195876288659794,0.9085714285714286,0.8617886178861789,0.7627906976744186,0.6922857142857143
robertson-benchmark_ecol-SAMN04014855-s,plasmid,170,0.5263157894736842,0.4,0.45454545454545453,0.8588235294117647,0.8446896551724138
robertson-benchmark_ecol-SAMN04014855-s,chromosome,170,0.9113924050632911,0.972972972972973,0.9411764705882353,0.8941176470588236,0.8946560196560196
robertson-benchmark_ecol-SAMN04014855-u,plasmid,148,0.65625,0.44680851063829785,0.5316455696202531,0.75,0.8533810827891299
robertson-benchmark_ecol-SAMN04014855-u,chromosome,148,0.8785714285714286,0.984,0.9283018867924528,0.8716216216216216,0.865391304347826
robertson-benchmark_ecol-SAMN04014856-s,plasmid,293,0.8604651162790697,0.46835443037974683,0.6065573770491803,0.8361774744027304,0.7132970543002484
robertson-benchmark_ecol-SAMN04014856-s,chromosome,293,0.7678571428571429,1.0,0.8686868686868687,0.7781569965870307,0.6462134764460346
robertson-benchmark_ecol-SAMN04014856-u,plasmid,295,0.9259259259259259,0.3048780487804878,0.45871559633027525,0.8,0.707088056796061
robertson-benchmark_ecol-SAMN04014856-u,chromosome,295,0.7543859649122807,1.0,0.86,0.7627118644067796,0.6828488372093023
robertson-benchmark_ecol-SAMN04014858-s,plasmid,142,0.4666666666666667,1.0,0.6363636363636364,0.8873239436619719,0.9944196428571429
robertson-benchmark_ecol-SAMN04014858-s,chromosome,142,0.9612403100775194,0.9538461538461539,0.9575289575289575,0.9225352112676056,0.9570512820512821
robertson-benchmark_ecol-SAMN04014858-u,plasmid,218,0.3191489361702128,1.0,0.4838709677419355,0.8532110091743119,0.9983579638752053
robertson-benchmark_ecol-SAMN04014858-u,chromosome,218,0.9948717948717949,0.9326923076923077,0.9627791563275434,0.9311926605504587,0.9817307692307693
robertson-benchmark_ecol-SAMN04014860-s,plasmid,123,0.5714285714285714,1.0,0.7272727272727273,0.975609756097561,1.0
robertson-benchmark_ecol-SAMN04014860-s,chromosome,123,1.0,1.0,1.0,1.0,1.0
robertson-benchmark_ecol-SAMN04014860-u,plasmid,120,0.14285714285714285,1.0,0.25,0.95,1.0
robertson-benchmark_ecol-SAMN04014860-u,chromosome,120,1.0,0.9831932773109243,0.9915254237288136,0.9833333333333333,1.0
robertson-benchmark_efae-SAMN03339922-s,plasmid,162,0.7857142857142857,0.44594594594594594,0.5689655172413793,0.691358024691358,0.7756449631449631
robertson-benchmark_efae-SAMN03339922-s,chromosome,162,0.8214285714285714,0.9745762711864406,0.8914728682170543,0.8271604938271605,0.8370570107858244
robertson-benchmark_efae-SAMN03339922-u,plasmid,131,0.7846153846153846,0.864406779661017,0.8225806451612904,0.8320610687022901,0.9157250470809793
robertson-benchmark_efae-SAMN03339922-u,chromosome,131,0.819047619047619,0.9247311827956989,0.8686868686868687,0.8015267175572519,0.8720996038483305
robertson-benchmark_efae-SAMN06173336-s,plasmid,173,0.0,0.0,0.0,0.8497109826589595,0.8235458612975392
robertson-benchmark_efae-SAMN06173336-s,chromosome,173,0.9248554913294798,1.0,0.960960960960961,0.9248554913294798,0.9158653846153847
robertson-benchmark_efae-SAMN06173336-u,plasmid,68,0.0,0.0,0.0,0.7794117647058824,0.791194968553459
robertson-benchmark_efae-SAMN06173336-u,chromosome,68,0.8529411764705882,1.0,0.9206349206349206,0.8529411764705882,0.8413793103448276
robertson-benchmark_ehor-SAMN02713646-s,plasmid,27,1.0,0.6923076923076923,0.8181818181818182,0.8518518518518519,0.9010989010989011
robertson-benchmark_ehor-SAMN02713646-s,chromosome,27,0.5833333333333334,1.0,0.7368421052631579,0.6296296296296297,0.9065934065934065
robertson-benchmark_ehor-SAMN02713646-u,plasmid,13,1.0,0.6666666666666666,0.8,0.8461538461538461,0.9761904761904763
robertson-benchmark_ehor-SAMN02713646-u,chromosome,13,0.7,1.0,0.8235294117647058,0.7692307692307693,0.9761904761904763
robertson-benchmark_ehor-SAMN02713683-s,plasmid,21,1.0,0.9230769230769231,0.96,0.9523809523809523,1.0
robertson-benchmark_ehor-SAMN02713683-s,chromosome,21,0.8,1.0,0.8888888888888888,0.9047619047619048,1.0
robertson-benchmark_ehor-SAMN02713683-u,plasmid,14,1.0,1.0,1.0,1.0,1.0
robertson-benchmark_ehor-SAMN02713683-u,chromosome,14,0.6666666666666666,1.0,0.8,0.8571428571428571,1.0
robertson-benchmark_ehor-SAMN03733769-s,plasmid,99,0.6666666666666666,0.6,0.631578947368421,0.9292929292929293,0.9056179775280898
robertson-benchmark_ehor-SAMN03733769-s,chromosome,99,0.9574468085106383,1.0,0.9782608695652174,0.9595959595959596,0.9555555555555555
robertson-benchmark_ehor-SAMN03733769-u,plasmid,62,0.9,0.5294117647058824,0.6666666666666666,0.8548387096774194,0.8954248366013071
robertson-benchmark_ehor-SAMN03733769-u,chromosome,62,0.7704918032786885,1.0,0.8703703703703703,0.7741935483870968,0.9347517730496454
robertson-benchmark_ehor-SAMN11056357-s,plasmid,39,0.0,0.0,0.0,1.0,
robertson-benchmark_ehor-SAMN11056357-s,chromosome,39,1.0,1.0,1.0,1.0,
robertson-benchmark_ehor-SAMN11056357-u,plasmid,30,0.0,0.0,0.0,1.0,
robertson-benchmark_ehor-SAMN11056357-u,chromosome,30,1.0,1.0,1.0,1.0,
robertson-benchmark_ehor-SAMN16357247-s,plasmid,57,0.0,0.0,0.0,1.0,
robertson-benchmark_ehor-SAMN16357247-s,chromosome,57,1.0,1.0,1.0,1.0,
robertson-benchmark_ehor-SAMN16357247-u,plasmid,57,0.0,0.0,0.0,1.0,
robertson-benchmark_ehor-SAMN16357247-u,chromosome,57,1.0,1.0,1.0,1.0,
robertson-benchmark_ehor-SAMN16357576-s,plasmid,70,0.0,0.0,0.0,1.0,
robertson-benchmark_ehor-SAMN16357576-s,chromosome,70,1.0,1.0,1.0,1.0,
robertson-benchmark_ehor-SAMN16357576-u,plasmid,56,0.0,0.0,0.0,0.9821428571428571,
robertson-benchmark_ehor-SAMN16357576-u,chromosome,56,1.0,1.0,1.0,1.0,
robertson-benchmark_ehor-SAMN16357577-s,plasmid,92,1.0,1.0,1.0,1.0,1.0
robertson-benchmark_ehor-SAMN16357577-s,chromosome,92,1.0,1.0,1.0,1.0,1.0
robertson-benchmark_ehor-SAMN16357577-u,plasmid,66,0.16666666666666666,1.0,0.2857142857142857,0.9242424242424242,1.0
robertson-benchmark_ehor-SAMN16357577-u,chromosome,66,1.0,0.9692307692307692,0.984375,0.9696969696969697,1.0
robertson-benchmark_erog-SAMN10163217-s,plasmid,82,0.7575757575757576,0.8333333333333334,0.7936507936507936,0.8414634146341463,0.9461538461538462
robertson-benchmark_erog-SAMN10163217-s,chromosome,82,0.9242424242424242,0.953125,0.9384615384615385,0.9024390243902439,0.9600694444444444
robertson-benchmark_erog-SAMN10163217-u,plasmid,75,0.8333333333333334,0.7575757575757576,0.7936507936507936,0.8266666666666667,0.9401154401154401
robertson-benchmark_erog-SAMN10163217-u,chromosome,75,0.8846153846153846,0.92,0.9019607843137255,0.8666666666666667,0.9336
robertson-benchmark_erog-SAMN16357572-s,plasmid,98,1.0,0.058823529411764705,0.1111111111111111,0.8367346938775511,0.5533769063180828
robertson-benchmark_erog-SAMN16357572-s,chromosome,98,0.826530612244898,1.0,0.9050279329608939,0.826530612244898,0.5446623093681917
robertson-benchmark_erog-SAMN16357572-u,plasmid,91,1.0,0.6956521739130435,0.8205128205128205,0.9230769230769231,0.7608695652173912
robertson-benchmark_erog-SAMN16357572-u,chromosome,91,0.8095238095238095,1.0,0.8947368421052632,0.8241758241758241,0.7653452685421995
robertson-benchmark_exxx-SAMN03996308-s,plasmid,44,0.0,0.0,0.0,0.9545454545454546,0.7142857142857143
robertson-benchmark_exxx-SAMN03996308-s,chromosome,44,0.9545454545454546,1.0,0.9767441860465116,0.9545454545454546,0.8214285714285714
robertson-benchmark_exxx-SAMN03996308-u,plasmid,25,0.0,0.0,0.0,0.44,0.5441176470588236
robertson-benchmark_exxx-SAMN03996308-u,chromosome,25,0.6,0.7058823529411765,0.6486486486486487,0.48,0.6470588235294118
robertson-benchmark_kpne-SAMEA3357010-s,plasmid,70,1.0,1.0,1.0,1.0,1.0
robertson-benchmark_kpne-SAMEA3357010-s,chromosome,70,0.9833333333333333,1.0,0.9915966386554622,0.9857142857142858,1.0
robertson-benchmark_kpne-SAMEA3357010-u,plasmid,80,1.0,0.8846153846153846,0.9387755102040817,0.9625,0.9957264957264956
robertson-benchmark_kpne-SAMEA3357010-u,chromosome,80,0.8208955223880597,1.0,0.9016393442622951,0.85,0.9970909090909091
robertson-benchmark_kpne-SAMEA3357043-s,plasmid,66,0.5882352941176471,0.7692307692307693,0.6666666666666666,0.8484848484848485,0.9433962264150944
robertson-benchmark_kpne-SAMEA3357043-s,chromosome,66,0.9166666666666666,1.0,0.9565217391304348,0.9242424242424242,0.9917355371900826
robertson-benchmark_kpne-SAMEA3357043-u,plasmid,86,0.84,0.84,0.84,0.9069767441860465,0.9527868852459016
robertson-benchmark_kpne-SAMEA3357043-u,chromosome,86,0.7848101265822784,1.0,0.8794326241134752,0.8023255813953488,0.9771505376344086
robertson-benchmark_kpne-SAMEA3357077-s,plasmid,181,0.9204545454545454,1.0,0.9585798816568047,0.9613259668508287,0.9951851851851852
robertson-benchmark_kpne-SAMEA3357077-s,chromosome,181,0.9133858267716536,0.943089430894309,0.928,0.9005524861878453,0.9767311466218112
robertson-benchmark_kpne-SAMEA3357077-u,plasmid,179,0.9595959595959596,0.95,0.9547738693467337,0.9497206703910615,0.9867088607594937
robertson-benchmark_kpne-SAMEA3357077-u,chromosome,179,0.9134615384615384,0.9313725490196079,0.9223300970873787,0.9106145251396648,0.9728800611153552
robertson-benchmark_kpne-SAMEA3357080-s,plasmid,184,0.9642857142857143,0.9529411764705882,0.9585798816568047,0.9619565217391305,0.9675579322638146
robertson-benchmark_kpne-SAMEA3357080-s,chromosome,184,0.8863636363636364,0.9590163934426229,0.9212598425196851,0.8913043478260869,0.9436805922792172
robertson-benchmark_kpne-SAMEA3357080-u,plasmid,173,0.96,0.96,0.96,0.953757225433526,0.9853424657534247
robertson-benchmark_kpne-SAMEA3357080-u,chromosome,173,0.8762886597938144,0.9042553191489362,0.8900523560209425,0.8786127167630058,0.96646916240237
robertson-benchmark_kpne-SAMEA3357223-s,plasmid,141,0.4482758620689655,0.9629629629629629,0.611764705882353,0.7659574468085106,0.866796621182586
robertson-benchmark_kpne-SAMEA3357223-s,chromosome,141,0.9754098360655737,0.9083969465648855,0.9407114624505929,0.8936170212765957,0.9305343511450381
robertson-benchmark_kpne-SAMEA3357223-u,plasmid,181,0.4838709677419355,1.0,0.6521739130434783,0.7348066298342542,0.9120915032679738
robertson-benchmark_kpne-SAMEA3357223-u,chromosome,181,0.9629629629629629,0.9341317365269461,0.9483282674772037,0.9060773480662984,0.9272882805816938
robertson-benchmark_kpne-SAMEA3357268-s,plasmid,153,0.9454545454545454,0.8524590163934426,0.896551724137931,0.9215686274509803,0.9656094084105489
robertson-benchmark_kpne-SAMEA3357268-s,chromosome,153,0.85,0.9622641509433962,0.9026548672566371,0.8562091503267973,0.9502207948615015
robertson-benchmark_kpne-SAMEA3357268-u,plasmid,155,0.9615384615384616,0.9146341463414634,0.9375,0.9354838709677419,0.9869695957233544
robertson-benchmark_kpne-SAMEA3357268-u,chromosome,155,0.8543689320388349,0.9361702127659575,0.8934010152284264,0.864516129032258,0.9574468085106383
robertson-benchmark_kpne-SAMEA3357272-s,plasmid,160,0.9242424242424242,0.9838709677419355,0.953125,0.9625,0.9940750493745886
robertson-benchmark_kpne-SAMEA3357272-s,chromosome,160,0.95,0.9743589743589743,0.9620253164556962,0.94375,0.9852911945935202
robertson-benchmark_kpne-SAMEA3357272-u,plasmid,154,0.9506172839506173,0.9506172839506173,0.9506172839506173,0.948051948051948,0.9886690343311348
robertson-benchmark_kpne-SAMEA3357272-u,chromosome,154,0.9148936170212766,0.9052631578947369,0.91005291005291,0.8896103896103896,0.9627118644067797
robertson-benchmark_kpne-SAMEA3357328-s,plasmid,73,1.0,0.6666666666666666,0.8,0.958904109589041,0.984375
robertson-benchmark_kpne-SAMEA3357328-s,chromosome,73,0.9027777777777778,1.0,0.948905109489051,0.9041095890410958,1.0
robertson-benchmark_kpne-SAMEA3357328-u,plasmid,80,1.0,0.25,0.4,0.9625,0.8355263157894737
robertson-benchmark_kpne-SAMEA3357328-u,chromosome,80,0.9746835443037974,1.0,0.9871794871794872,0.975,0.9696969696969696
robertson-benchmark_kpne-SAMN01057614-s,plasmid,20,1.0,0.9090909090909091,0.9523809523809523,0.95,0.9898989898989898
robertson-benchmark_kpne-SAMN01057614-s,chromosome,20,0.6923076923076923,1.0,0.8181818181818182,0.8,1.0
robertson-benchmark_kpne-SAMN01057614-u,plasmid,14,1.0,0.8181818181818182,0.9,0.8571428571428571,1.0
robertson-benchmark_kpne-SAMN01057614-u,chromosome,14,0.3333333333333333,1.0,0.5,0.5714285714285714,1.0
robertson-benchmark_kpne-SAMN02786856-s,plasmid,11,1.0,1.0,1.0,1.0,1.0
robertson-benchmark_kpne-SAMN02786856-s,chromosome,11,1.0,1.0,1.0,1.0,1.0
robertson-benchmark_kpne-SAMN02786856-u,plasmid,6,1.0,1.0,1.0,1.0,1.0
robertson-benchmark_kpne-SAMN02786856-u,chromosome,6,1.0,1.0,1.0,1.0,1.0
robertson-benchmark_kpne-SAMN03024573-s,plasmid,98,0.9047619047619048,0.95,0.926829268292683,0.9693877551020408,0.9942307692307693
robertson-benchmark_kpne-SAMN03024573-s,chromosome,98,0.9634146341463414,1.0,0.9813664596273292,0.9693877551020408,0.9960026648900733
robertson-benchmark_kpne-SAMN03024573-u,plasmid,104,0.8666666666666667,1.0,0.9285714285714286,0.9615384615384616,0.9975345167652859
robertson-benchmark_kpne-SAMN03024573-u,chromosome,104,0.963855421686747,0.9876543209876543,0.975609756097561,0.9615384615384616,0.9930220075147611
robertson-benchmark_kpne-SAMN03024583-s,plasmid,151,0.7555555555555555,0.7906976744186046,0.7727272727272727,0.8675496688741722,0.9498277347114557
robertson-benchmark_kpne-SAMN03024583-s,chromosome,151,0.916030534351145,0.975609756097561,0.9448818897637795,0.9072847682119205,0.9442508710801394
robertson-benchmark_kpne-SAMN03024583-u,plasmid,150,0.7846153846153846,0.7846153846153846,0.7846153846153846,0.8133333333333334,0.8939366515837104
robertson-benchmark_kpne-SAMN03024583-u,chromosome,150,0.8677685950413223,0.9459459459459459,0.9051724137931034,0.8533333333333334,0.924000924000924
robertson-benchmark_kpne-SAMN03996301-s,plasmid,144,0.3492063492063492,0.6666666666666666,0.4583333333333333,0.6388888888888888,0.6855036855036855
robertson-benchmark_kpne-SAMN03996301-s,chromosome,144,0.8349514563106796,0.7478260869565218,0.7889908256880734,0.6805555555555556,0.7454272863568217
robertson-benchmark_kpne-SAMN03996301-u,plasmid,114,1.0,0.64,0.7804878048780488,0.8421052631578947,0.9746874999999999
robertson-benchmark_kpne-SAMN03996301-u,chromosome,114,0.6476190476190476,1.0,0.7861271676300579,0.6754385964912281,0.985613810741688
robertson-benchmark_kpne-SAMN07312483-s,plasmid,176,0.989247311827957,0.92,0.9533678756476683,0.9488636363636364,0.986842105263158
robertson-benchmark_kpne-SAMN07312483-s,chromosome,176,0.8048780487804879,0.9801980198019802,0.8839285714285714,0.8522727272727273,0.9758415841584158
robertson-benchmark_kpne-SAMN07312483-u,plasmid,176,0.905982905982906,0.905982905982906,0.905982905982906,0.875,0.8583224684919601
robertson-benchmark_kpne-SAMN07312483-u,chromosome,176,0.6557377049180327,0.9411764705882353,0.7729468599033816,0.7329545454545454,0.9163542340012929
robertson-benchmark_kpne-SAMN07312488-s,plasmid,247,0.8235294117647058,0.509090909090909,0.6292134831460674,0.7327935222672065,0.6039814200398141
robertson-benchmark_kpne-SAMN07312488-s,chromosome,247,0.9853658536585366,0.9805825242718447,0.9829683698296837,0.97165991902834,0.9913568553161259
robertson-benchmark_kpne-SAMN07312488-u,plasmid,142,0.8181818181818182,0.984375,0.8936170212765957,0.8943661971830986,0.9719551282051283
robertson-benchmark_kpne-SAMN07312488-u,chromosome,142,0.8709677419354839,0.9310344827586207,0.9,0.8732394366197183,0.9598746081504703
robertson-benchmark_kpne-SAMN07312490-s,plasmid,132,0.8444444444444444,0.8636363636363636,0.8539325842696629,0.9015151515151515,0.9245867768595041
robertson-benchmark_kpne-SAMN07312490-s,chromosome,132,0.8803418803418803,0.9903846153846154,0.9321266968325792,0.8863636363636364,0.9495192307692308
robertson-benchmark_kpne-SAMN07312490-u,plasmid,140,0.9315068493150684,0.918918918918919,0.9251700680272109,0.9214285714285714,0.9785012285012286
robertson-benchmark_kpne-SAMN07312490-u,chromosome,140,0.8,0.9882352941176471,0.8842105263157894,0.8428571428571429,0.9668449197860963
robertson-benchmark_kpne-SAMN10163190-s,plasmid,98,0.9655172413793104,0.875,0.9180327868852459,0.9489795918367347,0.993844696969697
robertson-benchmark_kpne-SAMN10163190-s,chromosome,98,0.8452380952380952,1.0,0.9161290322580645,0.8673469387755102,0.9958268127282212
robertson-benchmark_kpne-SAMN10163190-u,plasmid,94,0.975,0.9069767441860465,0.9397590361445783,0.9468085106382979,0.994984040127679
robertson-benchmark_kpne-SAMN10163190-u,chromosome,94,0.7534246575342466,1.0,0.859375,0.8085106382978723,0.993006993006993
robertson-benchmark_kpne-SAMN11056344-s,plasmid,94,1.0,0.9411764705882353,0.9696969696969697,0.9787234042553191,0.9990196078431373
robertson-benchmark_kpne-SAMN11056344-s,chromosome,94,0.8533333333333334,1.0,0.920863309352518,0.8829787234042553,0.9911458333333334
robertson-benchmark_kpne-SAMN11056344-u,plasmid,101,1.0,0.9545454545454546,0.9767441860465116,0.9801980198019802,0.9940191387559809
robertson-benchmark_kpne-SAMN11056344-u,chromosome,101,0.9384615384615385,0.9682539682539683,0.953125,0.9405940594059405,0.9849624060150376
robertson-benchmark_kpne-SAMN11056345-s,plasmid,121,0.9830508474576272,1.0,0.9914529914529915,0.9917355371900827,1.0
robertson-benchmark_kpne-SAMN11056345-s,chromosome,121,0.7444444444444445,1.0,0.8535031847133758,0.8099173553719008,0.9823106688778331
robertson-benchmark_kpne-SAMN11056345-u,plasmid,106,0.984375,1.0,0.9921259842519685,0.9905660377358491,1.0
robertson-benchmark_kpne-SAMN11056345-u,chromosome,106,0.8596491228070176,0.9607843137254902,0.9074074074074074,0.9056603773584906,0.984313725490196
robertson-benchmark_kpne-SAMN11056346-s,plasmid,119,0.45454545454545453,0.8333333333333334,0.5882352941176471,0.9411764705882353,0.8923303834808259
robertson-benchmark_kpne-SAMN11056346-s,chromosome,119,0.9911504424778761,0.9824561403508771,0.986784140969163,0.9747899159663865,0.892982456140351
robertson-benchmark_kpne-SAMN11056346-u,plasmid,102,0.4,0.8571428571428571,0.5454545454545454,0.9019607843137255,0.9323308270676692
robertson-benchmark_kpne-SAMN11056346-u,chromosome,102,0.989247311827957,0.9583333333333334,0.9735449735449735,0.9509803921568627,0.9461805555555556
robertson-benchmark_kpne-SAMN11056490-s,plasmid,112,0.7777777777777778,0.75,0.7636363636363637,0.8839285714285714,0.9515306122448979
robertson-benchmark_kpne-SAMN11056490-s,chromosome,112,0.94,1.0,0.9690721649484536,0.9464285714285714,0.9781323877068558
robertson-benchmark_kpne-SAMN11056490-u,plasmid,89,0.8444444444444444,1.0,0.9156626506024096,0.9213483146067416,0.9716202270381837
robertson-benchmark_kpne-SAMN11056490-u,chromosome,89,0.8648648648648649,0.9846153846153847,0.920863309352518,0.8764044943820225,0.9647435897435896
robertson-benchmark_kpne-SAMN16357245-s,plasmid,49,1.0,0.13333333333333333,0.23529411764705882,0.7346938775510204,0.9333333333333333
robertson-benchmark_kpne-SAMN16357245-s,chromosome,49,0.7872340425531915,1.0,0.8809523809523809,0.7959183673469388,0.9752252252252253
robertson-benchmark_kpne-SAMN16357245-u,plasmid,70,0.15384615384615385,0.10526315789473684,0.125,0.6,0.6233230134158927
robertson-benchmark_kpne-SAMN16357245-u,chromosome,70,0.75,0.8490566037735849,0.7964601769911505,0.6714285714285714,0.7702552719200888
robertson-benchmark_kpne-SAMN16357448-s,plasmid,92,1.0,0.5454545454545454,0.7058823529411765,0.9456521739130435,0.9955106621773289
robertson-benchmark_kpne-SAMN16357448-s,chromosome,92,0.9101123595505618,1.0,0.9529411764705882,0.9130434782608695,1.0
